fighter_id,name,record,height_in,reach_in,stance,dob
082eba4cd80f736f,Jarno Errens,14-6-1,71,73,Orthodox,1994-11-17
084532da3d25f3b8,Cezary Oleksiejczuk,17-3-0,75,75,Southpaw,2000-01-06
0845c81e37d3bcb3,Volkan Oezdemir,21-8-0,74,75,Orthodox,1989-09-19
0859524157a19045,Ty Miller,7-0-0 (1 NC),74,77,Orthodox,2000-06-04
0871254cd790c250,Tommy Hayden,11-3-0,69,,Southpaw,1986-03-11
0876d21328cf4a45,Dave Galera,5-1-0,71,,Orthodox,1978-01-12
08a7080ff5904661,Rafael Carino,2-1-1,80,,Orthodox,
08ae5cd9aef7ddd3,Kimo Leopoldo,10-7-1,75,,Orthodox,1968-01-05
08af939f41b5a57b,Beneil Dariush,23-8-1,70,72,Southpaw,1989-05-06
08e908ed6d18d6a0,Myles Jury,17-4-0,70,73,Orthodox,1988-10-31
093e1f5bb73850be,Anthony Hernandez,15-3-0 (1 NC),72,75,Orthodox,1993-10-18
0941df56f6ac954b,Johny Hendricks,18-8-0,69,69,Southpaw,1983-09-12
095854a135e6db55,Marcus Buchecha,5-3-1,74,77,Orthodox,1990-01-08
0978385b2bd9ef9b,Nick Aguirre,7-2-0,69,74,Southpaw,1996-01-15
09a4447655fd4b7b,Rafael Cerqueira,11-4-0,75,76,Southpaw,1990-03-15
09c44b317c98bf96,David Velasquez,10-10-0,65,,Orthodox,1966-10-19
09e62c450e754913,Jimmy Flick,17-9-0,67,68,Orthodox,1990-09-07
09f579be4520394a,Diego Rivas,10-2-0,68,69,Orthodox,1991-11-11
0a1942069c9ad6b6,Jack Hermansson,24-10-0,73,77,Orthodox,1988-06-10
0a73acff6325c1e2,Shayilan Nuerdanbieke,39-12-0,68,69,Orthodox,1994-05-04
0a95c474e61a6c44,Adam Yandiev,9-1-0,69,74,Orthodox,1988-08-07
0a97691039c4bbfb,Mark Hominick,20-12-0,68,68,Orthodox,1982-07-22
0aa92558424ced9e,Randy Couture,19-11-0,73,75,Orthodox,1963-06-22
0abcf6bc47191219,Bruno Lopes,14-3-0,74,74,Orthodox,1993-04-24
0b31f87be71ebbb1,Ben Askren,19-2-0 (1 NC),71,73,Orthodox,1984-07-18
0b362247806341e5,JP Buys,9-6-0,65,67,Orthodox,1996-04-30
0b5b6876c2a4723f,Steve Steinbeiss,9-4-0,75,75,Orthodox,1981-05-05
0b64d0fed453ef7f,Scott Jorgensen,15-12-0,65,66,Orthodox,1982-09-17
0b8d512c79b4baf3,Matt Bessette,22-9-0 (1 NC),70,70,Orthodox,1984-12-28
0bc697c5936a2d0a,Trevor Peek,9-3-0 (1 NC),69,70,Switch,1995-01-09
0bc7e61d204f2137,Fabiano Scherner,11-10-0 (3 NC),75,,Orthodox,1972-06-30
0bcfe2513cb3bc39,Tom DeBlass,9-2-0,72,,Orthodox,1982-05-14
0be6776db31d98ec,Mitch Raposo,11-3-0,65,64,Switch,1998-10-16
0c258d1d8e16e5f1,Kevin Natividad,9-4-0,66,70,Orthodox,1993-04-02
0c25d0a5e8cdbf19,Lukasz Brzeski,9-7-1 (1 NC),75,78,Orthodox,1992-05-17
0c5c66ddd1886b83,Caio Magalhaes,10-3-0,73,73,Orthodox,1987-12-14
0c670b443c3d269f,Jim Wallhead,29-11-0,70,,Orthodox,1984-03-14
0c6d9ea8306c029e,Brad Tavares,21-13-0,73,74,Orthodox,1987-12-21
0c9c0a43d3f3f49d,Marcelo Guimaraes,9-2-1,72,73,Orthodox,1983-06-25
0ccab7c889ede9ea,Fredy Serrano,3-2-0,63,65,Orthodox,1979-09-22
0cd0456d6029cec2,Robert Valentin,12-6-0 (1 NC),74,77,Orthodox,1995-03-31
0cf935519d439ba6,Enson Inoue,12-8-0,70,,Orthodox,1967-04-15
0d0351c20169a499,Jon Delos Reyes,8-5-0,66,67,Orthodox,1987-08-19
0d1c163b206e8c5f,Rocky Lee,3-2-0,69,,Orthodox,1987-04-08
0d506315895efffc,Sean Pierson,14-6-0,72,76,Southpaw,1976-03-10
0d5cc0170c1a7e71,Mick Parkin,10-1-0,76,79,Orthodox,1995-10-02
0d62719b1dcf7c40,Sheymon Moraes,11-4-0,68,72,Orthodox,1990-10-11
0d65c432720accb9,Michal Oleksiejczuk,22-10-0 (1 NC),72,74,Southpaw,1995-02-22
0d7b51c9d2649a6e,Dricus Du Plessis,24-3-0,73,76,Switch,1994-01-14
0d8011111be000b2,Sean Strickland,31-7-0,73,76,Orthodox,1991-02-27
0d980975001ae3d8,Shamil Gamzatov,14-1-0,74,76,Orthodox,1990-08-09
0db70ca89e1c7374,Dieusel Berto,0-3-0,69,,,
0dba4df5f34d5ff0,Rafael Natal,21-9-1,72,77,Orthodox,1982-12-25
0de720c0f1d4ab9c,Danny Chavez,11-5-1,68,67,Orthodox,1987-03-14
0e041d43a47d2e4b,Matt Lindland,22-9-0,72,74,Southpaw,1970-05-17
0e21976afc92e4d1,Magnus Cedenblad,14-5-0,77,79,Orthodox,1982-04-10
0e31bfd26cc8c503,Chris Liguori,15-10-0,69,,Orthodox,
0e46690e55a8df75,Timmy Cuamba,10-4-0,69,71,Orthodox,1999-02-08
0e5c4e72237461bb,Bruno Souza,10-3-0,70,70,Orthodox,1996-03-07
0e6b611451a9a7d8,Mark Vologdin,12-4-2,63,65,Orthodox,2000-04-18
0e6bc8d1d6c0ad90,Abdul Hussein,16-2-0,67,67,Orthodox,1997-08-02
0e9869d712e81f8f,Sam Adkins,7-20-2,75,,Orthodox,1965-04-26
0ec821423baa26bd,Scott Fiedler,0-1-0,76,,Orthodox,
0ee783aa00e468f0,Vitor Belfort,26-14-0 (1 NC),72,74,Southpaw,1977-04-01
0f1efce7d2571d10,Nikolay Veretennikov,14-8-0,73,74,Orthodox,1989-12-22
0f3a990526c5e706,Sean Sharaf,4-2-0,75,77,Orthodox,1993-07-11
0f6528b461e47462,Joao Roque,7-2-4,66,,Orthodox,1971-07-22
0fb1e2694a39a02f,Yuri Villefort,10-5-0,72,73,Orthodox,1991-03-23
0fd5f4b838e890cc,Said Nurmagomedov,18-5-0,68,70,Orthodox,1992-04-05
0ff11cc094e887bc,Cain Velasquez,14-3-0,73,77,Orthodox,1982-07-28
102a8fdf8cbf7467,Kleydson Rodrigues,8-4-0,65,67,Orthodox,1995-10-22
103b06d8707895a9,Emil Meek,9-5-1 (1 NC),71,74,Switch,1988-08-20
103e2e33a60683e1,Irina Alekseeva,5-4-0,68,67,Orthodox,1990-06-27
10559c53de0b950e,Joey Gambino,9-2-0,67,,Orthodox,1988-10-26
10657c60ce349e0f,Shunichi Shimizu,30-18-11 (1 NC),65,,Orthodox,1985-01-31
108afe61a26bcbf4,Igor Zinoviev,4-1-2,73,,Orthodox,1966-05-23
1091d4d957141094,Nikita Krylov,31-12-0,75,77,Orthodox,1992-03-07
10f3ba6cd2f44a97,Dominick Cruz,24-4-0,68,68,Orthodox,1985-03-09
113df4fde64735c6,Davey Grant,18-8-0,68,69,Orthodox,1985-12-18
11583163f45c7b31,Lucas Alexander,8-5-0,71,73,Orthodox,1995-07-28
117a06469813e4ef,ChangHo Lee,11-2-0,68,69,Orthodox,1994-05-09
11f8860028b68fcf,Aaron Rosa,18-6-0,76,77,Orthodox,1983-05-28
1208ffc5be6e31ad,Samy Schiavo,10-6-0,68,,Orthodox,1975-12-24
1209b5134401ca53,Mario Neto,13-5-0,72,,Orthodox,
122ac9b816d8b71c,Shana Dobson,4-5-0,66,69,Orthodox,1989-03-30
1235b31de15d0c6e,Montserrat Conejo Ruiz,10-5-0,60,61,Southpaw,1993-02-03
12458872d6afae1b,Vernon White,26-33-2,72,,Southpaw,1971-12-03
12585614e0ed2626,Nick Maximov,8-2-0,72,76,Southpaw,1997-12-23
1291edf2d566a71a,Julio Arce,19-6-0,67,70,Southpaw,1989-10-27
129537073431e52e,Garett Whiteley,7-3-0,72,72,Orthodox,1980-12-13
12e0fdc606f7e274,Luis Saldana,16-7-1,71,73,Orthodox,1991-01-27
12ebd7d157e91701,Bruno Silva,23-13-0,72,74,Orthodox,1989-07-13
12f1b140e248bdb9,Jerrod Sanders,16-3-0 (1 NC),68,72,Orthodox,1979-10-01
12f91bfa8f1f723b,Joanne Wood,17-8-0,66,65,Orthodox,1985-12-23
132505067f08c54d,Bubba Bush,8-3-0 (1 NC),72,,Orthodox,1985-07-24
132deb59abae64b1,Valentina Shevchenko,26-4-1,65,66,Southpaw,1988-03-07
132f860d02953f4c,Goran Reljic,15-8-0,75,81,Southpaw,1984-03-20
1338e2c7480bdf9e,Israel Adesanya,24-6-0,76,80,Switch,1989-07-22
135d124172a0bea3,Damir Ismagulov,24-3-0,70,74,Orthodox,1991-02-03
13a0275fa13c4d26,Jared Cannonier,18-10-0,71,77,Switch,1984-03-16
13b2f59210dda9cc,Kevin Jackson,4-2-0,70,,Switch,1964-11-25
13c4313ed0f744f3,Brad Kohler,12-15-0,69,,Orthodox,1964-05-26
13e62d766b709aa6,Steve Nelmark,2-1-0,72,,Orthodox,
140567899d98978a,Robelis Despaigne,5-2-0,79,84,Orthodox,1988-09-09
140745cbbcb023ac,Mauricio Rua,27-14-1,73,76,Orthodox,1981-11-25
1411c630ba711b64,Tommy Speer,21-7-0,70,71,Orthodox,1984-08-20
147e70aa6cc48cfc,Tresean Gore,7-4-0,72,75,Switch,1994-06-21
148bb103cfbf123e,Toshiomi Kazama,11-5-0,67,69,Orthodox,1997-05-15
1497e735d9f2560a,Ange Loosa,10-5-0 (1 NC),70,74,Orthodox,1993-03-18
14aa21bc82cac57d,Iliarde Santos,30-13-1 (1 NC),65,67,Orthodox,1980-09-25
14ff46596ad80609,Norman Parke,23-6-1,71,70,Southpaw,1986-12-22
150ff4cc642270b9,Max Holloway,28-9-0,71,69,Orthodox,1991-12-04
1536a25e16fc299b,Anna Elmose,3-2-0,63,,Orthodox,1984-10-06
155bfc7ed36622df,Solomon Hutcherson,11-7-0 (1 NC),71,,Southpaw,1972-08-31
1562b12763cc8d67,Alex Andrade,10-5-0,71,,Orthodox,1974-05-14
1588b787bda7b540,Tom Breese,12-3-0,75,73,Southpaw,1991-09-26
159da492e000afbf,Leandro Silva,20-6-1 (1 NC),69,72,Orthodox,1985-11-11
15b1b21cd743d652,Rafaello Oliveira,17-8-0,68,71,Orthodox,1982-01-26
15df64c02b6b0fde,Danny Abbadi,4-6-0,71,,Orthodox,1983-07-03
15ea371202eb25e1,Roberto Romero,8-5-1,68,70,Orthodox,2000-01-30
15ec018d144710db,Nathan Coy,15-7-0,70,69,Southpaw,1978-07-24
15edcf67ccf5be84,Brian Geraghty,26-18-1,67,,Orthodox,1980-11-04
1641ef250e9de19b,Sarah Frota,9-2-0,66,69,Southpaw,1987-04-14
1652f3213655b935,Phil Baroni,15-18-0,69,72,Orthodox,1976-04-16
165c244bcca3ed26,Seo Hee Ham,17-8-0,62,62,Southpaw,1987-03-08
16690d100f995f8f,Omari Akhmedov,21-6-1,72,73,Orthodox,1987-10-12
16a64f93f6678b7b,Martin Sano,4-3-1,71,75,Orthodox,1991-05-30
16af2d5a6f28bee2,Quinn Mulhern,18-4-0,75,,Orthodox,1984-09-20
16b89be2f5c16fba,Larissa Pacheco,10-2-0,67,,Orthodox,1994-09-07
16bf6a73bdd302cd,Collin Hart,6-3-1,73,,Orthodox,1989-10-12
172c2135e70f87b7,Luke Barnatt,13-4-0,78,77,Orthodox,1988-04-13
173acb3f920082b8,Roland Delorme,9-5-0 (1 NC),69,71,Orthodox,1983-12-18
175852708cb55776,Cristina Stanciu,5-2-0,63,,Orthodox,1994-03-29
17734443a833cdf7,Quillan Salkilld,12-1-0,72,75,Orthodox,1999-12-28
1788eee370f077b7,Blagoy Ivanov,19-6-0 (1 NC),71,73,Southpaw,1986-10-09
17923f676f100e16,Tallison Teixeira,9-2-0,79,83,Orthodox,1999-12-07
179f1948dc234f1f,Mark Munoz,14-6-0,72,71,Orthodox,1978-02-09
17cb6d8e8187f304,Nyamjargal Tumendemberel,10-1-0,67,71,Orthodox,1998-03-22
17e97649403ba428,Joshua Van,17-2-0,65,65,Orthodox,2001-10-10
182f2b78582de3d8,Marcus LeVesseur,22-7-0,69,70,Southpaw,1982-07-17
184b955181bdef52,Wes Albritton,0-1-0,70,,Orthodox,
18524b46c570730b,Mark Hall,5-6-0,72,,Orthodox,1961-01-26
185fb0200a4605e6,Steve Kennedy,24-8-0,71,,Orthodox,1983-03-07
18968f97ad34f15c,Jeremy Stephens,29-23-0 (1 NC),69,71,Orthodox,1986-05-25
1897b7b913736a7c,Alatengheili,17-10-2,65,66,Orthodox,1991-12-14
18aecaf50f52e4c3,Phillip Miller,16-0-0,71,,Orthodox,1979-02-20
18b602842a24f7c5,Mike Rodriguez,11-7-0 (1 NC),76,82,Southpaw,1988-11-28
18d01f7f8338ae72,Vinicius Oliveira,24-4-0,69,70,Switch,1995-11-30
18e8b7070228e728,Darrell Horcher,13-4-0,70,70,Southpaw,1987-07-28
192520689012c7e4,Suman Mokhtarian,8-5-0,68,72,Orthodox,1992-06-13
193b9d1858bc4df3,Dan Hooker,24-14-0,72,75,Switch,1990-02-13
196ed28337adc630,Pat Audinwood,11-2-1,72,,Orthodox,1986-04-16
1971869b7e054261,Mike de la Torre,14-7-0 (1 NC),71,71,Orthodox,1986-09-22
1975c2272ba40e71,Nick Serra,7-3-0,69,,Orthodox,1978-03-27
198994b47f395af0,Carlo Pedersoli Jr.,11-3-0,71,75,Southpaw,1993-06-08
1999ffb5cebc314f,Brian Camozzi,7-5-0,74,78,Orthodox,1991-06-24
199eb7cf6ae90294,Naoki Inoue,11-1-0,69,71,Orthodox,1997-06-14
19a8cce18a1cef9e,James Head,9-4-0,73,73,Orthodox,1984-02-09
19b7738321cfae42,Mallory Martin,7-5-0,64,63,Orthodox,1994-01-29
19c591115a58982c,Viacheslav Borshchev,8-7-1,71,69,Orthodox,1992-01-08
19db7ac26308178f,Ivan Jorge,27-7-0,69,73,Orthodox,1980-11-07
19f8a2f6eecd92ac,Puja Tomar,9-6-0,61,59,Southpaw,1993-12-05
19ffeb5e3fffd6d5,Joe Charles,6-13-0,73,,Southpaw,
1a08b01fdabb6ae2,Tony Kelley,8-3-0,69,70,Switch,1987-01-21
1a1a4d7a29041d77,Colin Robinson,10-12-0,76,,Orthodox,1968-11-27
1a225f04aa6e0739,Kelly Dullanty,4-2-0,68,,Orthodox,1977-11-04
1a2bf44edb8055b6,Serhiy Sidey,12-2-0,71,72,Switch,1996-07-04
1a31ef98efce7a79,Matheus Nicolau,19-6-1,66,66,Orthodox,1993-01-06
1a49e0670dfaca31,Jim Mullen,0-2-0,73,,Southpaw,
1a54231796e24a3f,Liudvik Sholinian,9-4-1,70,71,Orthodox,1990-01-20
1a7745388839e52b,John Maguire,24-9-0,69,69,Southpaw,1983-05-19
1a9480fc288e55d7,Don'Tale Mayes,11-9-0 (1 NC),78,81,Orthodox,1992-01-16
1a97a3ef4c758fae,Gokhan Saricam,12-2-0,75,75,Orthodox,1991-02-28
1a98c9dbb7fc3959,Jocelyn Jones-Lybarger,6-4-0,67,64,Orthodox,1985-10-04
1abfb658cd4f8533,Nandor Guelmino,11-5-1,75,,,1975-12-20
1ad381c8994c4e5b,Ben Wall,8-7-1,70,,Orthodox,1989-03-25
1ae8f3c723aacff4,Ricardo Ramos,17-8-0,69,72,Orthodox,1995-08-01
1af1170ed937cba7,Kayla Harrison,19-1-0,68,66,Southpaw,1990-07-02
1b35af4d1529adf6,Stephanie Luciano,7-2-1,66,65,Orthodox,1999-12-16
1b38a2b897f6209c,Felipe Silva,8-2-0,72,77,Orthodox,1984-05-08
1bcaac2d99b90fce,Sergio Moraes,14-6-1,72,72,Orthodox,1982-07-23
1c061eb6e29eaa0a,Bob Cook,5-0-0,69,,Orthodox,
1c23ec2f1b71be40,Iwo Baraniewski,9-0-0,72,73,Orthodox,1998-11-20
1c2f2571b18791b6,Laverne Clark,27-21-1,71,,Orthodox,1973-12-02
1c3f5e85b59ec710,Brian Johnston,5-5-0,75,,Orthodox,1968-07-28
1c86754617d9813a,Roan Carneiro,21-11-0,71,76,Orthodox,1978-06-02
1ccf4e7caff270df,Dan Henderson,32-15-0,71,74,Orthodox,1970-08-24
1cecc8fe6748a532,Stephen Bass,11-2-0,69,,Orthodox,1982-11-14
1cf1310684a841f5,Mostapha Al-Turk,6-6-0,74,77,Orthodox,1973-07-14
1cf7ccf64a5bf24e,Oskar Piechota,11-3-1 (1 NC),72,76,Southpaw,1990-01-24
1d00756835ca67c9,Donald Cerrone,36-17-0 (2 NC),73,73,Orthodox,1983-03-29
1d147d4163a6989b,Nick Sanzo,1-1-0,69,,,1963-01-16
1d1b85389a05df69,Chris Tickle,9-9-0,69,,,1982-02-01
1d239d571e342453,Germaine de Randamie,10-5-0,69,71,Orthodox,1984-04-24
1d2d98ddd05b38fb,Axel Sola,12-1-1,72,74,Southpaw,1997-09-17
1d36f1ac66cf689d,Josh Shockley,11-4-0,73,,Orthodox,1989-11-15
1d4bbaabd8b60173,Stanislav Nedkov,12-2-0 (1 NC),71,71,Orthodox,1981-12-09
1dab0d1d81dd06db,Tra Telligman,7-5-1,74,,Orthodox,1965-02-07
1dafccb62a0f98ec,Robert Whiteford,14-4-0,69,69,Southpaw,1983-04-12
1dc56b59cb28425d,Oleg Taktarov,17-5-2,72,,Orthodox,1967-08-26
1dd1a3aacde66f72,Sulangrangbo,10-4-0,69,66,Southpaw,2005-07-17
1ddb480b601cefb1,Chance Rencountre,14-4-0,74,75,Southpaw,1986-12-31
1de9ad94de18eeaf,Nicco Montano,5-3-0,65,65,Southpaw,1988-12-16
1e1dbd1cc5a7469e,Jimi Manuwa,17-6-0,73,79,Orthodox,1980-02-18
1e327b281ef6a745,Adlan Amagov,14-2-1,74,76,Orthodox,1986-10-30
1e35aa8955794580,Ulysses Gomez,9-5-0,66,,Orthodox,1983-05-25
1e38bba6738b7b10,Alfonso Alcarez,1-3-1,63,,,1970-06-10
1e4f273069fb9e85,Fares Ziam,18-5-0,73,75,Orthodox,1997-03-21
1e719d4b676dc19a,Brunno Ferreira,15-4-0,70,72,Orthodox,1992-11-04
1e7483dbff40b84b,Vik Grujic,6-6-0,71,73,Orthodox,1977-02-06
1ea8df62b3f8fea6,Justin James,13-7-0,70,,Orthodox,1976-11-08
1eacf73d6a0055dc,Cheick Kongo,27-10-2,76,82,Orthodox,1975-05-17
1ebdcb7488d0ebee,Pearl Gonzalez,6-3-0,64,,Orthodox,1986-08-12
1ebe20ebbfa15e29,Zhang Weili,26-4-0,64,63,Switch,1989-08-13
1ed32eaaba9ffe10,Jumabieke Tuerxun,19-4-1,67,,Orthodox,1986-04-17
1efa064872f089d0,David Bielkheden,24-12-0,70,71,Orthodox,1979-06-06
1eff7bc0f815b270,Yorgan De Castro,6-3-0,72,74,Orthodox,1986-12-19
1effd880e1f1bb30,Garrett Armfield,10-5-0,66,70,Orthodox,1996-10-09
1f454354805b6f75,Anderson Silva,34-11-0 (1 NC),74,77,Southpaw,1975-04-14
1f4b04a926ef1287,Johnny Case,22-6-0,70,72,Orthodox,1989-06-28
1f5f75658551f2d3,Sam Fulton,0-2-0,,,,
1f77fce698e80488,James Hammortree,6-3-0,75,,Orthodox,1983-11-29
