event_date,event,fight_id,fighter,rule,live,units,rd_self,rd_opp,placed,stake_u,pnl_placed,open_line,placeable_line,clean_close,clv_pts,result,method,round,pnl,pnl_at_open
2014-06-07,UFC Fight Night: Henderson vs Khabilov,6597b770486021b8,Lance Benoist,FLIP,0,1,197.43,202.45,0,0.0,0.0,-110,,-103,1.0,WIN,U-DEC,3,0.9091,0.9091
2014-06-14,UFC 174: Johnson vs Bagautinov,b72c19b80fb47ba4,Ryan Bader,GAP,0,1,111.73,236.08,1,1.0,0.6061,-165,,-163,2.33,WIN,U-DEC,3,0.6061,0.6061
2014-06-14,UFC 174: Johnson vs Bagautinov,de65739f00350c58,Rory MacDonald,GAP,0,1,132.98,182.22,1,0.98,0.6533,-150,,-115,-3.94,WIN,U-DEC,3,0.6667,0.6667
2014-06-28,UFC Fight Night: Swanson vs Stephens,47cabf79c3340581,Andy Enz,GAP,0,1,296.0,251.82,0,0.0,-0.0,-180,,-195,3.24,LOSS,S-DEC,3,-1.0,-1.0
2014-06-28,UFC Fight Night: Te Huna vs Marquardt,2977a9b5c30d89c1,Roldan Sangcha'an,FLIP,0,1,350.0,290.42,0,0.0,-0.0,110,,118,0.39,LOSS,U-DEC,3,-1.0,-1.0
2014-06-28,UFC Fight Night: Swanson vs Stephens,7d26a6b4b6845e1b,Clint Hester,FLIP,0,1,227.61,290.52,0,0.0,0.0,120,,143,-2.23,WIN,S-DEC,3,1.2,1.2
2014-07-05,UFC 175: Weidman vs Machida,6445b14dbd24ac25,Guilherme Vasconcelos,GAP,0,1,350.0,275.49,0,0.0,-0.0,-170,,-172,2.57,LOSS,U-DEC,3,-1.0,-1.0
2014-07-16,UFC Fight Night: Cowboy vs Miller,5c30f6535a08d598,Tina Lahdemaki,FLIP,0,1,350.0,350.0,0,0.0,-0.0,335,,460,-4.23,LOSS,U-DEC,3,-1.0,-1.0
2014-07-16,UFC Fight Night: Cowboy vs Miller,635ee9448fe2ddaf,Yosdenis Cedeno,FLIP,0,1,290.39,350.0,0,0.0,0.0,130,,170,-4.69,WIN,KO/TKO,1,1.3,1.3
2014-07-16,UFC Fight Night: Cowboy vs Miller,9fc7fcbdb6587265,Jessamyn Duke,GAP,0,1,247.77,290.37,0,0.0,-0.0,-140,,123,-10.16,LOSS,KO/TKO,1,-1.0,-1.0
2014-07-19,UFC Fight Night: McGregor vs Brandao,f6d6b660e1578744,Nikita Krylov,GAP,0,1,223.84,217.74,0,0.0,0.0,-140,,-128,0.73,WIN,KO/TKO,1,0.7143,0.7143
2014-07-19,UFC Fight Night: McGregor vs Brandao,611ccad0fc46ba51,Norman Parke,GAP,0,1,198.42,249.65,0,0.0,0.0,-315,,-479,8.69,WIN,KO/TKO,2,0.3175,0.3175
2014-08-16,UFC Fight Night: Bader vs Saint Preux,99dc6aa635a9cf98,Nolan Ticman,FLIP,0,1,350.0,350.0,0,0.0,-0.0,130,,113,4.78,LOSS,U-DEC,3,-1.0,-1.0
2014-08-16,UFC Fight Night: Bader vs Saint Preux,2573a9a722f238f4,Shawn Jordan,GAP,0,1,152.58,290.38,1,0.84,0.4421,-190,,-195,2.42,WIN,KO/TKO,3,0.5263,0.5263
2014-08-23,UFC Fight Night: Henderson vs Dos Anjos,b2867869d4eb98ce,Aaron Phillips,FLIP,0,1,263.29,280.56,0,0.0,-0.0,170,,145,5.06,LOSS,U-DEC,3,-1.0,-1.0
2014-08-23,UFC Fight Night: Henderson vs Dos Anjos,954362efa4564d60,Neil Magny,FLIP,0,1,170.21,248.91,0,0.0,0.0,175,,130,8.49,WIN,U-DEC,3,1.75,1.75
2014-09-05,UFC Fight Night: Jacare vs Mousasi,c9733393385105cb,Michael Chiesa,FLIP,0,1,181.0,116.1,1,0.64,-0.64,100,,-215,20.13,LOSS,KO/TKO,2,-1.0,-1.0
2014-09-20,UFC Fight Night: Hunt vs Nelson,de2dad48d95305d7,Hyun Gyu Lim,GAP,0,1,218.99,273.05,0,0.0,0.0,-705,,-665,1.9,WIN,KO/TKO,1,0.1418,0.1418
2014-09-20,UFC Fight Night: Hunt vs Nelson,b516beb27416e492,Alex Caceres,GAP,0,1,150.6,350.0,1,0.85,-0.85,-245,,-297,6.68,LOSS,U-DEC,3,-1.0,-1.0
2014-09-20,UFC Fight Night: Hunt vs Nelson,26cd506de4221057,Richard Walsh,FLIP,0,1,290.4,241.13,0,0.0,-0.0,160,,208,-4.58,LOSS,S-DEC,3,-1.0,-1.0
2014-09-20,UFC Fight Night: Hunt vs Nelson,1e797ccd275a98d0,Amir Sadollah,FLIP,0,1,132.73,178.79,1,0.98,-0.98,145,,143,1.65,LOSS,U-DEC,3,-1.0,-1.0
2014-09-27,UFC 178: Johnson vs Cariaso,b1b82605646eb850,Amanda Nunes,FLIP,0,1,247.06,290.59,0,0.0,-0.0,200,,188,2.67,LOSS,KO/TKO,3,-1.0,-1.0
2014-10-04,UFC Fight Night: Nelson vs Story,6c62796d9b7e94a0,Krzysztof Jotko,GAP,0,1,242.51,205.95,0,0.0,0.0,-140,,-143,3.56,WIN,U-DEC,3,0.7143,0.7143
2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,64542fe846b9aea9,Rory MacDonald,GAP,0,1,126.72,289.16,1,1.0,0.2857,-350,,-430,6.09,WIN,KO/TKO,3,0.2857,0.2857
2014-10-25,UFC 179: Aldo vs Mendes 2,a90fde18a088f99b,Wilson Reis,GAP,0,1,207.15,143.95,1,0.5,0.303,-165,,-220,8.48,WIN,SUB,1,0.6061,0.6061
2014-11-07,UFC Fight Night: Rockhold vs Bisping,2faa7b48b4d51cab,Jake Matthews,GAP,0,1,290.39,212.83,0,0.0,0.0,-385,,-487,6.33,WIN,SUB,2,0.2597,0.2597
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,fadb129e71d8fc22,Jorge de Oliveira,FLIP,0,1,350.0,290.38,0,0.0,-0.0,220,,388,-9.49,LOSS,U-DEC,3,-1.0,-1.0
2014-11-15,UFC 180: Werdum vs Hunt,07f9fc40f1e6aa87,Jessica Eye,GAP,0,1,280.12,244.41,0,0.0,0.0,-270,,-297,4.9,WIN,KO/TKO,2,0.3704,0.3704
2014-11-15,UFC 180: Werdum vs Hunt,1e1a09bbedf7781d,Hector Urbina,FLIP,0,1,350.0,251.52,0,0.0,0.0,190,,153,6.53,WIN,SUB,1,1.9,1.9
2014-11-15,UFC 180: Werdum vs Hunt,925f745c03ebd638,Chris Heatherly,FLIP,0,1,274.83,350.0,0,0.0,-0.0,145,,235,-9.47,LOSS,KO/TKO,1,-1.0,-1.0
2014-12-06,UFC 181: Hendricks vs Lawler II,60030b35e276d338,Corey Anderson,GAP,0,1,290.4,350.0,0,0.0,0.0,-385,,-474,5.94,WIN,U-DEC,3,0.2597,0.2597
2014-12-13,UFC on FOX: Dos Santos vs Miocic,a4816be2c49e3942,David Michaud,GAP,0,1,290.42,247.72,0,0.0,0.0,-185,,-240,7.24,WIN,U-DEC,3,0.5405,0.5405
2015-01-03,UFC 182: Jones vs Cormier,e0f49380b9d31de0,Alexis Dufresne,GAP,0,1,290.41,350.0,0,0.0,-0.0,-185,,-225,5.96,LOSS,U-DEC,3,-1.0,-1.0
2015-01-03,UFC 182: Jones vs Cormier,57385188587c83b9,Jon Jones,GAP,0,1,104.91,191.4,1,1.0,0.5882,-170,,-198,4.04,WIN,U-DEC,5,0.5882,0.5882
2015-01-18,UFC Fight Night: McGregor vs Siver,4d3cd5ecf4276c92,Sean O'Connell,GAP,0,1,227.78,290.42,0,0.0,0.0,-140,,-227,13.71,WIN,KO/TKO,3,0.7143,0.7143
2015-01-24,UFC on FOX: Gustafsson vs Johnson,96f09d5db68951ef,Viktor Pesta,FLIP,0,1,290.44,350.0,0,0.0,0.0,180,,363,-12.0,WIN,U-DEC,3,1.8,1.8
2015-01-31,UFC 183: Silva vs Diaz,5b0ebb843af7465e,Ildemar Alcantara,GAP,0,1,186.19,290.44,0,0.0,0.0,-210,,-159,-3.82,WIN,S-DEC,3,0.4762,0.4762
2015-02-14,UFC Fight Night: Henderson vs Thatch,60820d105e57d5d6,Patrick Walsh,FLIP,0,1,290.43,274.16,0,0.0,-0.0,-115,,-121,4.07,LOSS,U-DEC,3,-1.0,-1.0
2015-02-22,UFC Fight Night: Bigfoot vs Mir,82e713f037e37fe9,Sean Strickland,GAP,0,1,232.87,251.41,0,0.0,-0.0,-210,,-205,1.76,LOSS,U-DEC,3,-1.0,-1.0
2015-02-28,UFC 184: Rousey vs Zingano,f3e1c02ce14bccfe,Derrick Lewis,GAP,0,1,212.27,237.04,0,0.0,0.0,-385,,-702,10.67,WIN,KO/TKO,2,0.2597,0.2597
2015-02-28,UFC 184: Rousey vs Zingano,31e62d34abc3a762,Raquel Pennington,FLIP,0,1,226.09,350.0,0,0.0,-0.0,335,,423,-3.16,LOSS,S-DEC,3,-1.0,-1.0
2015-03-14,UFC 185: Pettis vs Dos Anjos,0027e179b743c86c,Jared Rosholt,GAP,0,1,194.48,283.47,0,0.0,0.0,-230,,-305,8.02,WIN,KO/TKO,3,0.4348,0.4348
2015-04-04,UFC Fight Night: Mendes vs Lamas,8cf571afc2618df4,Lauren Murphy,FLIP,0,1,274.72,205.93,0,0.0,-0.0,115,,-120,8.83,LOSS,U-DEC,3,-1.0,-1.0
2015-04-04,UFC Fight Night: Mendes vs Lamas,12c600dc64edb403,Dustin Poirier,GAP,0,1,129.37,199.89,1,1.0,0.6667,-150,,-149,2.06,WIN,KO/TKO,1,0.6667,0.6667
2015-04-11,UFC Fight Night: Gonzaga vs Cro Cop 2,6a7892754af30685,Gabriel Gonzaga,GAP,0,1,105.98,135.84,1,1.0,-1.0,-155,,-212,8.73,LOSS,KO/TKO,3,-1.0,-1.0
2015-04-18,UFC on FOX: Machida vs Rockhold,6b92396d42918366,Corey Anderson,GAP,0,1,256.48,189.88,0,0.0,-0.0,-230,,-400,12.1,LOSS,KO/TKO,3,-1.0,-1.0
2015-05-09,UFC Fight Night: Miocic vs Hunt,979269d4ab5784af,Brendan O'Reilly,FLIP,0,1,281.52,219.29,0,0.0,0.0,110,,118,-0.0,WIN,U-DEC,3,1.1,1.1
2015-05-16,UFC Fight Night: Edgar vs Faber,49749ee78bc54a48,Roldan Sangcha'an,FLIP,0,1,287.11,246.07,0,0.0,-0.0,150,,133,3.66,LOSS,SUB,2,-1.0,-1.0
2015-05-16,UFC Fight Night: Edgar vs Faber,14a40f30e0cb22c9,Neil Magny,FLIP,0,1,143.28,203.24,1,0.91,1.001,110,,-125,9.0,WIN,KO/TKO,2,1.1,1.1
2015-05-23,UFC 187: Johnson vs Cormier,c2f0a53cd67e1736,Dong Hyun Kim,GAP,0,1,113.73,134.55,1,1.0,0.3704,-270,,-212,-2.36,WIN,SUB,3,0.3704,0.3704
2015-06-06,UFC Fight Night: Boetsch vs Henderson,cad44cd2466fb68f,Anthony Birchak,FLIP,0,1,287.03,297.12,0,0.0,0.0,170,,173,0.69,WIN,KO/TKO,1,1.7,1.7
2015-06-13,UFC 188: Velasquez vs Werdum,fd776d7b554a85d0,Gilbert Melendez,GAP,0,1,210.0,303.16,0,0.0,-0.0,-165,,-162,1.69,LOSS,S-DEC,3,-1.0,-1.0
2015-06-20,UFC Fight Night: Jedrzejczyk vs Penne,312c742e614f8993,Taylor Lapilus,FLIP,0,1,290.35,238.3,0,0.0,0.0,190,,253,-4.61,WIN,KO/TKO,2,1.9,1.9
2015-06-20,UFC Fight Night: Jedrzejczyk vs Penne,447462bc8e540f10,Makwan Amirkhani,GAP,0,1,267.43,290.38,0,0.0,0.0,-265,,-260,3.03,WIN,SUB,1,0.3774,0.3774
2015-07-11,UFC 189: Mendes vs McGregor,ecb4534c0066c5f3,Rory MacDonald,GAP,0,1,123.89,122.55,1,1.0,-1.0,-140,,-160,5.78,LOSS,KO/TKO,5,-1.0,-1.0
2015-07-11,UFC 189: Mendes vs McGregor,70290140b6a8e038,Conor McGregor,FLIP,0,1,167.82,129.53,1,0.73,0.73,100,,-182,15.54,WIN,KO/TKO,2,1.0,1.0
2015-07-15,UFC Fight Night: Mir vs Duffee,c3b733bf084c2cd0,Andrew Craig,FLIP,0,1,156.98,350.0,1,0.81,-0.81,135,,220,-9.87,LOSS,KO/TKO,2,-1.0,-1.0
2015-07-15,UFC Fight Night: Mir vs Duffee,b8019af428c064ef,Kevin Lee,GAP,0,1,185.62,253.73,0,0.0,0.0,-175,,-294,12.95,WIN,SUB,1,0.5714,0.5714
2015-07-18,UFC Fight Night: Bisping vs Leites,9cbdbbc414d6dd83,Marcus Brimage,FLIP,0,1,170.56,350.0,0,0.0,-0.0,100,,126,-3.02,LOSS,KO/TKO,1,-1.0,-1.0
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,23a75c0338d25abc,Ramsey Nijem,GAP,0,1,145.87,350.0,1,0.89,-0.89,-180,,-157,-1.43,LOSS,S-DEC,3,-1.0,-1.0
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,23fd9d50a99665fe,Bryan Caraway,FLIP,0,1,165.45,159.74,1,0.75,0.975,130,,123,2.47,WIN,U-DEC,3,1.3,1.3
2015-07-25,UFC on FOX: Dillashaw vs. Barao II,cd55220a7b1378c4,Tom Lawlor,FLIP,0,1,137.2,178.09,1,0.95,1.235,130,,180,-6.5,WIN,KO/TKO,2,1.3,1.3
2015-08-01,UFC 190: Rousey vs Correia,2116affb9c8f193b,Patrick Cummins,GAP,0,1,182.86,205.11,0,0.0,0.0,-155,,-187,6.5,WIN,KO/TKO,3,0.6452,0.6452
2015-08-08,UFC Fight Night: Teixeira vs Saint Preux,bd6d144f5c0b6cab,Amanda Nunes,FLIP,0,1,202.83,197.09,0,0.0,0.0,185,,225,-2.82,WIN,SUB,1,1.85,1.85
2015-08-23,UFC Fight Night: Holloway vs Oliveira,2d23ca9d8abc0c97,Elias Silverio,GAP,0,1,192.81,265.24,0,0.0,-0.0,-185,,-245,7.23,LOSS,U-DEC,3,-1.0,-1.0
2015-08-23,UFC Fight Night: Holloway vs Oliveira,2c01f4df404ff6ee,Neil Magny,FLIP,0,1,128.38,132.12,1,1.0,1.1,110,,170,-8.53,WIN,S-DEC,3,1.1,1.1
2015-09-26,UFC Fight Night: Barnett vs Nelson,b82b243982fcb2ac,Kajan Johnson,GAP,0,1,246.68,216.9,0,0.0,0.0,-270,,-310,4.95,WIN,U-DEC,3,0.3704,0.3704
2015-10-03,UFC 192: Cormier vs Gustafsson,bdc1561ed4c6e22f,Julianna Pena,GAP,0,1,250.25,207.54,0,0.0,0.0,-180,,-257,8.92,WIN,U-DEC,3,0.5556,0.5556
2015-11-07,UFC Fight Night: Belfort vs Henderson 3,d2198a7ae05b24c1,Jimmie Rivera,FLIP,0,1,262.51,250.39,0,0.0,0.0,160,,148,2.83,WIN,S-DEC,3,1.6,1.6
2015-11-21,UFC Fight Night: Magny vs Gastelum,2a702055a79d95a7,Bartosz Fabinski,GAP,0,1,290.43,279.64,0,0.0,0.0,-230,,-177,-3.33,WIN,U-DEC,3,0.4348,0.4348
2015-11-28,UFC Fight Night: Henderson vs Masvidal,5a79d4b9a8f8352f,Dong Hyun Ma,FLIP,0,1,350.0,274.56,0,0.0,-0.0,145,,110,7.12,LOSS,KO/TKO,3,-1.0,-1.0
2015-11-28,UFC Fight Night: Henderson vs Masvidal,a09bfdaa83d99efb,Dooho Choi,GAP,0,1,282.72,137.74,1,0.5,0.2381,-210,,-255,5.57,WIN,KO/TKO,1,0.4762,0.4762
2015-12-10,UFC Fight Night: Namajunas vs. VanZant,d8fe965281e2e312,Paige VanZant,GAP,0,1,224.46,248.65,0,0.0,-0.0,-165,,-141,-1.96,LOSS,SUB,5,-1.0,-1.0
2015-12-19,UFC on FOX: Dos Anjos vs. Cowboy 2,e1ec8774466db669,Vicente Luque,FLIP,0,1,290.4,290.4,0,0.0,0.0,-115,,-127,4.73,WIN,SUB,1,0.8696,0.8696
2015-12-19,UFC on FOX: Dos Anjos vs. Cowboy 2,7c883cf0b5eedc59,Josh Samman,GAP,0,1,210.79,163.51,0,0.0,-0.0,-165,,-212,7.04,LOSS,SUB,3,-1.0,-1.0
2016-01-02,UFC 195: Lawler vs Condit,b46b27222e62aec1,Michinori Tanaka,GAP,0,1,239.01,255.8,0,0.0,0.0,-135,,-142,3.71,WIN,S-DEC,3,0.7407,0.7407
2016-01-02,UFC 195: Lawler vs Condit,4fa02674b920ff0a,Dustin Poirier,FLIP,0,1,120.71,238.85,1,1.0,1.55,155,,136,3.84,WIN,U-DEC,3,1.55,1.55
2016-02-06,UFC Fight Night: Hendricks vs Thompson,640dbb5a89c0aad6,Derrick Lewis,GAP,0,1,166.38,350.0,0,0.0,0.0,-120,,-107,-0.55,WIN,KO/TKO,1,0.8333,0.8333
2016-02-06,UFC Fight Night: Hendricks vs Thompson,37008594c087470c,Ovince Saint Preux,GAP,0,1,140.34,183.12,1,0.93,0.2447,-380,,-410,3.66,WIN,U-DEC,3,0.2632,0.2632
2016-02-06,UFC Fight Night: Hendricks vs Thompson,a3935c950c40462b,Jared Rosholt,FLIP,0,1,155.6,107.35,1,0.82,-0.82,105,,-102,3.18,LOSS,U-DEC,3,-1.0,-1.0
2016-02-21,UFC Fight Night: Cowboy vs Cowboy,e508ba268cb295c0,Anthony Hamilton,FLIP,0,1,198.81,290.48,0,0.0,-0.0,125,,-102,6.71,LOSS,U-DEC,3,-1.0,-1.0
2016-03-19,UFC Fight Night: Hunt vs Mir,aa92030dfd8b5d40,Rin Nakai,GAP,0,1,274.36,216.89,0,0.0,-0.0,-140,,110,-8.12,LOSS,U-DEC,3,-1.0,-1.0
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,d1d7400c131ed40e,Alejandro Perez,GAP,0,1,212.32,256.68,0,0.0,0.0,-120,,130,-7.98,WIN,KO/TKO,1,0.8333,0.8333
2016-04-10,UFC Fight Night: Rothwell vs Dos Santos,eb53ec8983cb2a95,Timothy Johnson,FLIP,0,1,235.95,350.0,0,0.0,0.0,150,,-109,11.87,WIN,U-DEC,3,1.5,1.5
2016-05-29,UFC Fight Night: Almeida vs Garbrandt,934718256f4d082c,Jessica Eye,FLIP,0,1,190.91,181.12,0,0.0,-0.0,135,,110,5.65,LOSS,U-DEC,3,-1.0,-1.0
2016-06-04,UFC 199: Rockhold vs. Bisping 2,e06f96f3484ad74a,Jessica Andrade,FLIP,0,1,163.72,248.17,0,0.0,0.0,160,,-132,18.57,WIN,KO/TKO,2,1.6,1.6
2016-06-18,UFC Fight Night: MacDonald vs Thompson,4cf7792aef993be1,Chris Beal,FLIP,0,1,202.18,235.88,0,0.0,-0.0,100,,105,0.6,LOSS,SUB,3,-1.0,-1.0
2016-06-18,UFC Fight Night: MacDonald vs Thompson,c69c5830064fd591,Olivier Aubin-Mercier,GAP,0,1,179.28,282.82,0,0.0,0.0,-315,,-432,6.85,WIN,SUB,3,0.3175,0.3175
2016-07-07,UFC Fight Night: Dos Anjos vs. Alvarez,5cf03fdfe557803f,Marco Beltran,FLIP,0,1,245.66,290.49,0,0.0,0.0,135,,100,7.75,WIN,SUB,2,1.35,1.35
2016-07-07,UFC Fight Night: Dos Anjos vs. Alvarez,9a984ea967886979,Derrick Lewis,FLIP,0,1,146.37,104.13,1,0.88,1.144,130,,110,4.96,WIN,S-DEC,3,1.3,1.3
2016-07-09,UFC 200: Tate vs Nunes,9d7a798f0c20c04a,Diego Sanchez,FLIP,0,1,93.88,102.08,1,1.0,-1.0,-120,,-122,2.73,LOSS,KO/TKO,1,-1.0,-1.0
2016-07-13,UFC Fight Night: McDonald vs. Lineker,5b6451f3f83c719c,Cody Pfister,FLIP,0,1,215.69,241.79,0,0.0,-0.0,200,,223,-1.19,LOSS,U-DEC,3,-1.0,-1.0
2016-07-13,UFC Fight Night: McDonald vs. Lineker,2d205cc1da2e7930,Cristina Stanciu,GAP,0,1,275.54,238.89,0,0.0,-0.0,-175,,-160,-0.3,LOSS,KO/TKO,1,-1.0,-1.0
2016-07-23,UFC on FOX: Holm vs. Shevchenko,435c93cb89016fd1,Jason Knight,FLIP,0,1,276.87,240.33,0,0.0,0.0,190,,108,14.13,WIN,S-DEC,3,1.9,1.9
2016-07-30,UFC 201: Lawler vs. Woodley,09c092dc766fa3f9,Cesar Arzamendia,FLIP,0,1,290.45,272.12,0,0.0,-0.0,-110,,-106,1.03,LOSS,KO/TKO,1,-1.0,-1.0
2016-07-30,UFC 201: Lawler vs. Woodley,3cf1d67a20ae1c18,Erik Perez,FLIP,0,1,161.01,129.6,1,0.78,0.7429,-105,,-150,10.85,WIN,U-DEC,3,0.9524,0.9524
2016-08-06,UFC Fight Night: Rodriguez vs. Caceres,cb76509b5c2f2a90,David Teymur,FLIP,0,1,290.4,350.0,0,0.0,0.0,-105,,-135,8.12,WIN,KO/TKO,2,0.9524,0.9524
2016-08-27,UFC on FOX: Maia vs. Condit,df33799f117000cb,Enrique Barzola,FLIP,0,1,290.46,269.46,0,0.0,-0.0,145,,123,4.71,LOSS,S-DEC,3,-1.0,-1.0
2016-09-03,UFC Fight Night: Arlovski vs. Barnett,f24144fbe9e32c10,Taylor Lapilus,GAP,0,1,207.72,193.81,0,0.0,0.0,-170,,-156,-0.07,WIN,U-DEC,3,0.5882,0.5882
2016-09-24,UFC Fight Night: Cyborg vs. Lansberg,0e9b7e682e0a79f1,Luan Chagas,FLIP,0,1,288.48,121.11,1,0.5,-0.5,135,,-145,17.04,LOSS,SUB,3,-1.0,-1.0
2016-10-01,UFC Fight Night: Lineker vs. Dodson,4efbd869aa0211d2,Curtis Blaydes,GAP,0,1,287.03,293.37,0,0.0,0.0,-190,,-232,5.24,WIN,KO/TKO,2,0.5263,0.5263
2016-10-01,UFC Fight Night: Lineker vs. Dodson,a27a9b7b8194e8fc,Henrique da Silva,GAP,0,1,283.59,350.0,0,0.0,0.0,-125,,-127,2.83,WIN,SUB,2,0.8,0.8
2016-10-01,UFC Fight Night: Lineker vs. Dodson,3a8cc4cda195d758,Alex Oliveira,FLIP,0,1,166.74,267.15,0,0.0,0.0,200,,253,-3.75,WIN,KO/TKO,3,2.0,2.0
2016-11-05,UFC Fight Night: Dos Anjos vs. Ferguson,588a39cab19065bc,Marco Beltran,FLIP,0,1,218.49,211.62,0,0.0,-0.0,-115,,-140,7.15,LOSS,SUB,1,-1.0,-1.0
2016-11-12,UFC 205: Alvarez vs McGregor,1d7015553debd1c8,Conor McGregor,GAP,0,1,130.13,197.37,1,1.0,0.6897,-145,,-160,2.62,WIN,KO/TKO,2,0.6897,0.6897
2016-11-19,UFC Fight Night: Bader vs. Nogueira,30a2c7e5b90e6d74,Justin Scoggins,GAP,0,1,166.74,195.84,0,0.0,-0.0,-165,,-155,0.47,LOSS,SUB,2,-1.0,-1.0
2016-11-26,UFC Fight Night: Whittaker vs. Brunson,314aea77cd24210f,Danielle Taylor,FLIP,0,1,274.55,215.68,0,0.0,0.0,115,,-110,6.65,WIN,S-DEC,3,1.15,1.15
2016-11-26,UFC Fight Night: Whittaker vs. Brunson,2cab927474cb6e62,Yusuke Kasuya,FLIP,0,1,272.03,350.0,0,0.0,-0.0,150,,143,1.94,LOSS,KO/TKO,2,-1.0,-1.0
2016-12-09,UFC Fight Night: Lewis vs. Abdurakhimov,14e7bb7a9d49450d,Corey Anderson,GAP,0,1,150.66,156.85,1,0.85,0.179,-475,,-405,-0.19,WIN,KO/TKO,2,0.2105,0.2105
2016-12-09,UFC Fight Night: Lewis vs. Abdurakhimov,cb1e57b5f8c92922,Derrick Lewis,GAP,0,1,136.8,213.71,1,0.95,0.5,-190,,-250,6.8,WIN,KO/TKO,4,0.5263,0.5263
2016-12-10,UFC 206: Holloway vs. Pettis,07b98dbf5d2c62a2,Kelvin Gastelum,FLIP,0,1,128.81,179.25,1,1.0,1.3,130,,104,6.21,WIN,KO/TKO,3,1.3,1.3
2016-12-17,UFC on FOX: VanZant vs. Waterson,1ca4274019680d23,Bojan Velickovic,GAP,0,1,245.78,266.8,0,0.0,-0.0,-210,,-161,-4.0,LOSS,S-DEC,3,-1.0,-1.0
2017-01-28,UFC on FOX: Shevchenko vs. Pena,637f561cd731fb44,Aljamain Sterling,FLIP,0,1,169.36,142.98,1,0.72,-0.72,-120,,128,-7.57,LOSS,S-DEC,3,-1.0,-1.0
2017-03-04,UFC 209: Woodley vs. Thompson 2,2d4743a82fc55642,Albert Morales,FLIP,0,1,229.14,350.0,0,0.0,0.0,-105,,-152,11.29,WIN,S-DEC,3,0.9524,0.9524
2017-03-04,UFC 209: Woodley vs. Thompson 2,c79b862be039d9f0,Alistair Overeem,GAP,0,1,125.75,116.12,1,1.0,0.7407,-135,,-130,1.53,WIN,KO/TKO,3,0.7407,0.7407
2017-03-04,UFC 209: Woodley vs. Thompson 2,7ac4b9823b1e139b,David Teymur,FLIP,0,1,256.52,244.5,0,0.0,0.0,170,,290,-9.91,WIN,U-DEC,3,1.7,1.7
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,76602c3658d70273,Kevin Lee,FLIP,0,1,134.32,113.57,1,0.97,0.8818,-110,,-170,12.86,WIN,SUB,2,0.9091,0.9091
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,24f156a78bd32026,Alex Oliveira,FLIP,0,1,156.95,124.89,1,0.81,1.0125,125,,175,-6.61,WIN,SUB,2,1.25,1.25
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,0bb419537705fb04,Lucie Pudilova,FLIP,0,1,350.0,284.34,0,0.0,-0.0,325,,318,0.97,LOSS,U-DEC,3,-1.0,-1.0
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,1e5c66d12761d4fe,Marlon Vera,FLIP,0,1,203.97,116.99,1,0.5,0.725,145,,130,3.48,WIN,KO/TKO,3,1.45,1.45
2017-04-08,UFC 210: Cormier vs. Johnson 2,a68672f66e12a3c2,Thiago Alves,FLIP,0,1,96.17,102.71,1,1.0,1.7,170,,111,10.91,WIN,U-DEC,3,1.7,1.7
2017-04-15,UFC on FOX: Johnson vs. Reis,677e98ae5834ba70,Aljamain Sterling,GAP,0,1,155.21,240.22,1,0.82,0.3814,-215,,-387,12.46,WIN,U-DEC,3,0.4651,0.4651
2017-04-22,UFC Fight Night: Swanson vs. Lobov,c0c587cb52de929b,Danielle Taylor,FLIP,0,1,232.5,210.13,0,0.0,0.0,170,,-110,15.3,WIN,U-DEC,3,1.7,1.7
2017-05-13,UFC 211: Miocic vs. Dos Santos,362a5b3cd4a70330,Krzysztof Jotko,GAP,0,1,149.05,193.6,1,0.86,-0.86,-150,,-175,5.93,LOSS,S-DEC,3,-1.0,-1.0
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,78e38f1ad43c3479,Omari Akhmedov,FLIP,0,1,151.49,290.42,1,0.85,1.2325,145,,223,-8.64,WIN,S-DEC,3,1.45,1.45
2017-06-03,UFC 212: Aldo vs. Holloway,88e0de323a83f241,Luan Chagas,GAP,0,1,229.46,290.46,0,0.0,0.0,-165,,-260,11.45,WIN,SUB,2,0.6061,0.6061
2017-06-03,UFC 212: Aldo vs. Holloway,228879162d8be605,Raphael Assuncao,FLIP,0,1,134.93,350.0,1,0.96,1.536,160,,223,-6.25,WIN,S-DEC,3,1.6,1.6
2017-06-25,UFC Fight Night: Chiesa vs. Lee,3a4d2a933a3c7291,BJ Penn,FLIP,0,1,90.37,104.12,1,1.0,-1.0,140,,114,5.61,LOSS,M-DEC,3,-1.0,-1.0
2017-07-07,The Ultimate Fighter: Redemption Finale,c94c3e4bbed24421,Ashley Yoder,FLIP,0,1,281.2,199.18,0,0.0,-0.0,175,,275,-8.14,LOSS,U-DEC,3,-1.0,-1.0
